token,label,source of relation
CAVEZZO,"[51602]NER_LOC, [51606]DBPEDIA",
.,,
«,,
Oggi,,
è,,
toccato,,
a,,
me.,,
e...,,
alle,,
18,,
.,,
38,,
i,,
ladri,,
sono,,
ent,,
rat,,
i..,,
...,,
Hanno,,
spaccato,,
uno,,
scuro,,
e,,
una,,
finestra,,
ma,,
poi,,
l,,
',,
allarme,,
è,,
partito,,
e,,
loro,,
nonostante,,
questo,,
deterrente,,
hanno,,
per,,
alcuni,,
minuti,,
rovistato,,
",",,
hanno,,
guardato,,
nei,,
cassetti,,
della,,
camera,,
da,,
letto,,
.,,
Nella,,
scrivania,,
.,,
In,,
bagno,,
",",,
ma,,
non,,
hanno,,
trovato,,
più,,
di,,
tanto,,
perché,,
come,,
ci,,
è,,
stato,,
spiegato,,
nel,,
gruppo,,
controllo,,
di,,
vicinato,,
",",,
questi,,
sono,,
i,,
primi,,
posti,,
dove,,
il,,
ladro,,
guarda,,
.,,
Ma,,
non,,
c,,
',,
era,,
nulla,,
.,,
Tutto,,
spostato,,
prima,,
»,,
.,,
Questo,,
l,,
',,
amaro,,
sfogo,,
di,,
un,,
padre,,
di,,
famiglia,,
cavezzese,,
che,,
ieri,[51601]TE,
ha,,
pubblicamente,,
denunciato,,
l,,
',,
ennesima,,
intrusione,,
nelle,,
case,,
di,,
Cavezzo,"[51603]NER_LOC, [51607]DBPEDIA",
",",,
in,,
orario,,
“,,
vespertino,,
”,,
.,,
I,,
ladri,,
che,,
da,,
tempo,,
non,,
risparmiano,,
nessuna,,
casa,,
non,,
si,,
sono,,
fermati,,
neanche,,
di,,
fronte,,
all,,
',,
allarme,,
",",,
consapevoli,,
di,,
avere,,
comunque,,
tempo,,
a,,
disposizione,,
per,,
poter,,
agire,,
.,,
Sul,,
posto,,
sono,,
arrivati,,
i,,
carabinieri,,
.,,
La,,
vittima,,
del,,
furto,,
ringrazia,,
però,,
gli,,
amici,,
e,,
i,,
referenti,,
dell,,
',,
associazione,,
costituita,,
in,,
paese,,
proprio,,
per,,
vigilare,,
contro,,
un,,
fenomeno,,
dilagante,,
.,,
Li,,
ringrazia,,
per,,
i,,
consigli,,
",",,
che,,
gli,,
hanno,,
consentito,,
di,,
limitare,,
i,,
danni,,
.,,
«,,
Non,,
possiamo,,
impedire,,
ai,,
ladri,,
di,,
esitere,,
",",,
ma,,
possiamo,,
impedirgli,,
di,,
rubare,,
.,,
Bravo,,
e,,
diffondi,,
la,,
tua,,
esperienza,,
»,,
",",,
si,,
è,,
raccomandato,,
Francesco,[51604]NER_PER,
Caccetta,[51604]NER_PER,
",",,
referente,,
nazionale,,
dei,,
Cdv,[51605]NER_ORG,
.,,
