token,label,source of relation
MODENA,,
.,,
Ladri,,
di,,
biciclette,,
:,,
quattro,,
giovani,,
modenesi,,
",",,
dei,,
quali,,
uno,,
residente,,
a,,
Carpi,"[98123]NER_ORG, [98138]DBPEDIA",
e,,
uno,,
a,,
Modena,"[98124]NER_LOC, [98139]DBPEDIA",
",",,
sono,,
stati,,
denunciati,,
dai,,
carabinieri,[98125]NER_ORG,
di,,
Campagnola,[98126]NER_LOC,
(,,
Reggio,[98127]NER_LOC,
Emilia,[98127]NER_LOC,
),,
per,,
il,,
furto,,
di,,
tre,,
mountain,,
bike,,
che,,
erano,,
parcheggiate,,
presso,,
la,,
parrocchia,,
di,,
Rio,"[98128]NER_LOC, [98140]DBPEDIA",
Saliceto,"[98128]NER_LOC, [98141]DBPEDIA",
",",,
dove,,
era,,
in,,
corso,,
il,,
Grest,[98129]NER_ORG,
",",,
campo,,
estivo,,
di,,
giochi,,
.,,
Le,,
avevano,,
lasciate,,
tre,,
giovani,,
che,,
partecipavano,,
all,,
',,
iniziativa,,
parrocchiale,,
.,,
Le,,
indagini,,
dei,,
carabinieri,[98130]NER_ORG,
di,,
Campagnola,[98131]NER_LOC,
",",,
grazie,,
anche,,
al,,
sistema,,
di,,
videosorveglianza,,
di,,
una,,
vicina,,
attività,,
commerciale,,
e,,
del,,
sistema,,
lettura,,
targhe,,
del,,
Comune,[98132]NER_LOC,
",",,
hanno,,
permesso,,
di,,
risalire,,
all,,
',,
autovettura,[98142]DBPEDIA,
utilizzata,,
per,,
raggiungere,,
l,,
',,
area,,
di,,
parcheggio,,
e,,
quindi,,
al,,
proprietario,,
dell,,
',,
auto,,
.,,
Dalle,,
amicizie,,
di,,
quest,,
',,
ultimo,,
i,,
militari,,
sono,,
quindi,,
risaliti,,
ai,,
quattro,,
autori,,
del,,
furto,,
.,,
Due,,
di,,
loro,,
hanno,,
confessato,,
:,,
uno,,
ha,,
restituito,,
la,,
bicicletta,,
mentre,,
l,,
',,
altro,,
",",,
sebbene,,
intenzionato,,
",",,
non,,
ha,,
potuto,,
restituirla,,
essendogli,,
a,,
sua,,
volta,,
stata,,
rubata,,
.,,
Con,,
l,,
',,
accusa,,
di,,
furto,,
aggravato,,
i,,
carabinieri,[98133]NER_ORG,
della,,
stazione,,
di,,
Campagnola,[98134]NER_LOC,
hanno,,
denunciato,,
alla,,
Procura,[98135]NER_ORG,
reggiana,,
un,,
20enne,,
",",,
un,,
19enne,,
e,,
un,,
25enne,,
abitante,,
a,,
Carpi,"[98136]NER_ORG, [98143]DBPEDIA",
e,,
un,,
21enne,,
residente,,
a,,
Modena,"[98137]NER_LOC, [98144]DBPEDIA",
.,,
