token,label,source of relation
Aveva,,
deciso,,
di,,
fermarsi,,
all,,
',,
autogrill,,
Secchia,,
Est,,
",",,
ma,,
quella,,
sosta,,
gli,,
ha,,
spalancato,,
le,,
porte,,
del,,
carcere,,
.,,
Il,,
67enne,,
A,,
.,,
B,,
.,,
S,,
.,,
",",,
originario,,
della,,
Sicilia,"[73732]NER_LOC, [73738]DBPEDIA",
e,,
residente,,
in,,
Lombardia,[73733]NER_LOC,
",",,
era,,
infatti,,
stato,,
colpito,,
da,,
un,,
provvedimento,,
di,,
carcerazione,,
emesso,,
dal,,
tribunale,,
di,,
Milano,"[73734]NER_LOC, [73739]DBPEDIA",
.,,
Deve,,
scontare,,
sei,,
anni,,
e,,
sei,,
mesi,,
per,,
la,,
condanna,,
per,,
maltrattamenti,,
in,,
famiglia,,
.,,
I,,
poliziotti,,
della,,
Stradale,[73735]NER_ORG,
di,[73735]NER_ORG,
Modena,"[73735]NER_ORG, [73740]DBPEDIA",
Nord,[73735]NER_ORG,
lo,,
hanno,,
notato,,
alla,,
guida,,
della,,
sua,,
Jaguar,"[73736]NER_ORG, [73741]DBPEDIA",
",",,
risultata,,
poi,,
senza,,
assicurazione,[73742]DBPEDIA,
",",,
nell,,
',,
area,,
di,,
servizio,,
e,,
hanno,,
provveduto,,
ad,,
un,,
normale,,
controllo,,
.,,
Ma,,
dalla,,
banca,,
dati,,
è,,
emerso,,
come,,
l,,
',,
uomo,,
fosse,,
ricercato,,
per,,
quanto,,
avvenuto,,
in,,
passato,,
e,,
così,,
si,,
è,,
provveduto,,
a,,
arrestarlo,,
e,,
trasferirlo,,
al,,
Sant,,
',,
Anna,,
.,,
In,,
carcere,,
è,,
tornata,,
anche,,
una,,
donna,,
italiana,,
di,,
49,,
anni,,
-,,
P,,
.,,
F,,
.,,
le,,
sue,,
iniziali,,
-,,
che,,
deve,,
scontare,,
un,,
residuo,,
di,,
pena,,
di,,
7,,
mesi,,
e,,
29,,
giorni,,
.,,
Era,,
stata,,
condannata,,
per,,
furto,,
aggravato,,
e,,
i,,
poliziotti,,
della,,
squadra,,
Mobile,[73743]DBPEDIA,
l,,
',,
hanno,,
raggiunta,,
a,,
casa,,
per,,
notificarle,,
il,,
provvedimento,,
del,,
tribunale,[73737]NER_ORG,
di,[73737]NER_ORG,
Modena,"[73737]NER_ORG, [73744]DBPEDIA",
e,,
portarla,,
in,,
galera,,
.,,
La,,
49enne,,
è,,
un,,
volto,,
già,,
conosciuto,,
alle,,
forze,,
dell,,
',,
ordine,,
per,,
altri,,
reati,,
analoghi,,
contro,,
il,,
patrimonio,,
",",,
una,,
ladra,,
seriale,,
che,,
ora,[73731]TE,
la,,
giustizia,,
ha,,
provveduto,,
a,,
togliere,,
dalla,,
circolazione,,
per,,
qualche,,
mese,,
.,,
