token,label,source of relation
Furto,,
notturno,,
al,,
negozio,,
di,,
telefonia,,
Vodafone,"[36879]NER_ORG, [36885]DBPEDIA",
Bettelli,[36879]NER_ORG,
di,,
piazza,[36880]NER_LOC,
Garibaldi,"[36880]NER_LOC, [36886]DBPEDIA",
.,,
Ignoti,,
",",,
rompendo,,
la,,
porta,,
con,,
annesso,,
condizionatore,,
che,,
sporge,,
su,,
via,,
Pretorio,,
",",,
si,,
sono,,
introdotti,,
nei,,
locali,,
.,,
Dalle,,
prime,,
indagini,,
che,,
sono,,
state,,
condotte,,
dagli,,
agenti,,
della,,
polizia,[36881]NER_ORG,
di,[36881]NER_ORG,
Stato,[36881]NER_ORG,
",",,
che,,
hanno,,
fatto,,
intervenire,,
anche,,
la,,
scientifica,,
di,,
Modena,"[36882]NER_LOC, [36887]DBPEDIA",
",",,
sembra,,
portassero,,
i,,
guanti,,
",",,
particolare,,
che,,
rende,,
ancora,,
più,,
difficoltosa,,
l,,
',,
opera,,
di,,
riconoscimento,,
dei,,
malviventi,,
.,,
I,,
danni,,
",",,
oltre,,
alla,,
struttura,,
",",,
non,,
sono,,
ancora,,
quantificabili,,
.,,
«,,
Noi,,
la,,
sera,,
mettiamo,,
tutto,,
nel,,
caveau,,
-,,
ha,,
detto,,
il,,
titolare,,
Raffaele,[36883]NER_PER,
Bettelli,[36883]NER_PER,
-,,
ma,,
restano,,
in,,
ogni,,
caso,,
alcuni,,
pezzi,,
in,,
giro,,
per,,
il,,
negozio,,
oppure,,
al,,
piano,,
di,,
sopra,,
",",,
dove,,
abbiamo,,
gli,,
uffici,,
amministrativi,,
.,,
Non,,
è,,
la,,
prima,,
volta,,
che,,
subisco,,
questi,,
atti,,
.,,
A,,
Bologna,"[36884]NER_LOC, [36888]DBPEDIA",
",",,
ad,,
esempio,,
",",,
sono,,
stato,,
letteralmente,,
preso,,
di,,
mira,,
fin,,
dalle,,
prime,,
settimane,,
dopo,,
l,,
',,
inaugurazione,,
",",,
con,,
malviventi,,
agguerriti,,
ed,,
armati,,
addirittura,,
con,,
alcune,,
asce,,
»,,
.,,
Per,,
avere,,
una,,
quantificazione,,
più,,
chiara,,
del,,
danno,,
complessivo,,
provocato,,
",",,
in,,
ogni,,
caso,,
",",,
bisogna,,
attendere,,
qualche,,
giorno,,
anche,,
se,,
ipotizzarlo,,
in,,
qualche,,
migliaio,,
di,,
euro,,
non,,
appare,,
certamente,,
uno,,
sproposito,,
.,,
(,,
al,,
.,,
sci,,
.,,
),,
