token,label,source of relation
Una,,
22enne,,
italiana,,
aveva,,
coinvolto,,
",",,
a,,
loro,,
insaputa,,
",",,
due,,
15enni,,
in,,
un,,
suo,,
furto,,
di,,
vestiti,,
da,,
H&M,"[89888]NER_ORG, [89892]DBPEDIA",
",",,
ma,,
è,,
stata,,
scoperta,,
e,,
denunciata,,
.,,
Aveva,,
avvicinato,,
le,,
due,,
minori,,
dicendo,,
loro,,
di,,
farle,,
un,,
favore,,
:,,
portare,,
all,,
',,
esterno,,
del,,
negozio,,
uno,,
zainetto,,
che,,
era,,
di,,
proprietà,,
di,,
una,,
sua,,
amica,,
",",,
la,,
quale,,
sarebbe,,
arrivata,,
poco,,
dopo,,
lì,,
davanti,,
.,,
Le,,
ragazzine,,
fanno,,
il,,
favore,,
",",,
la,,
barriera,,
antitaccheggio,,
suona,,
e,,
le,,
due,,
vengono,,
fermate,,
.,,
Arriva,,
la,,
polizia,,
che,,
ascolta,,
la,,
loro,,
versione,,
avvalorata,,
dal,,
fatto,,
che,,
dentro,,
lo,,
zaino,,
la,,
22enne,,
aveva,,
lasciato,,
la,,
propria,,
carta,,
identità,,
.,,
Nel,,
frattempo,,
la,,
22enne,,
si,,
era,,
recata,,
dai,,
carabinieri,[89891]NER_ORG,
denunciando,,
il,,
furto,,
dello,,
zaino,,
",",,
per,,
procurarsi,,
un,,
alibi,,
.,,
Il,,
tutto,,
è,,
venuto,,
ben,,
presto,,
a,,
galla,,
:,,
la,,
giovane,,
alla,,
fine,,
è,,
stata,,
denunciata,,
per,,
tentato,,
furto,,
e,,
per,,
falso,,
.,,
—,,
