token,label,source of relation
Parco,,
XXII,[15135]NER_ORG,
Aprile,"[15135]NER_ORG, [15133]TE",
:,,
ancora,,
un,,
duro,,
colpo,,
inferto,,
dalla,,
polizia,,
municipale,,
al,,
traffico,,
di,,
droga,,
",",,
alle,,
bande,,
che,,
da,,
tempo,,
hanno,,
trasformato,,
una,,
parte,,
dell,,
',,
area,,
verde,,
in,,
un,,
territorio,,
di,,
“,,
libero,,
mercato,,
”,,
.,,
L,,
',,
altro,,
giorno,,
",",,
dopo,,
settimane,,
di,,
appostamenti,,
",",,
di,,
controlli,,
",",,
di,,
continue,,
verifiche,,
e,,
di,,
segnalazioni,,
anche,,
da,,
parte,,
dei,,
cittadini,,
",",,
è,,
finito,,
nella,,
rete,,
uno,,
dei,,
“,,
pezzi,,
grossi,,
”,,
",",,
un,,
nigeriano,,
di,,
32,,
anni,,
",",,
uno,,
spacciatore,,
classificato,,
come,,
di,,
secondo,,
livello,,
.,,
Si,,
tratterebbe,,
cioè,,
di,,
un,,
leader,,
del,,
gruppo,,
di,,
spaccio,,
",",,
uno,,
che,,
controlla,,
e,,
dirige,,
altri,,
venditori,,
al,,
dettaglio,,
.,,
Infatti,,
il,,
nigeriano,,
è,,
stato,,
sorpreso,,
a,,
vendere,,
una,,
cospicua,[15138]DBPEDIA,
quantità,,
di,,
eroina,,
",",,
suddivisa,,
in,,
dosi,,
pronte,,
alla,,
vendita,,
",",,
a,,
un,,
marocchino,,
",",,
pure,,
lui,,
arrestato,,
dai,,
vigili,,
",",,
già,,
noto,,
agli,,
agenti,,
quale,,
spacciatore,,
appartenente,,
a,,
un,,
altro,,
gruppo,,
che,,
opera,,
sul,,
territorio,,
modenese,,
.,,
L,,
',,
intervento,,
effettuato,,
dalla,,
polizia,,
municipale,,
ha,,
portato,,
al,,
sequestro,,
di,,
17,,
dosi,,
di,,
eroina,,
per,,
un,,
totale,,
di,,
quasi,,
20,,
grammi,,
",",,
un,,
ovulo,[15139]DBPEDIA,
di,,
6,,
grammi,,
di,,
cocaina,,
pura,,
e,,
un,,
piccolo,,
quantitativo,,
di,,
marijuana,[15140]DBPEDIA,
",",,
oltre,,
a,,
circa,,
500,,
euro,,
in,,
contanti,,
",",,
provento,,
di,,
spaccio,,
",",,
e,,
alcuni,,
telefonini,,
cellulari,,
utilizzati,,
per,,
l,,
',,
attività,,
illecita,,
.,,
I,,
due,,
arrestati,,
dunque,,
sono,,
il,,
nigeriano,,
di,,
32,,
anni,,
e,,
il,,
marocchino,,
",",,
di,,
23,,
anni,,
",",,
entrambi,,
clandestini,,
e,,
pluripregiudicati,,
per,,
reati,,
legati,,
agli,,
stupefacenti,,
.,,
L,,
',,
operazione,,
ha,,
portato,,
anche,,
alla,,
denuncia,,
di,,
una,,
terza,,
persona,,
.,,
Infatti,,
",",,
il,,
marocchino,,
23enne,,
è,,
stato,,
sorpreso,,
",",,
dopo,,
aver,,
fatto,,
l,,
',,
affare,,
con,,
il,,
nigeriano,,
capobanda,,
",",,
mentre,,
stava,,
vendendo,,
un,,
intero,,
ovulo,[15141]DBPEDIA,
di,,
cocaina,,
purissima,,
a,,
un,,
altro,,
nigeriano,,
di,,
37,,
anni,,
che,,
si,,
era,,
recato,,
al,,
parco,[15136]NER_ORG,
XXII,[15136]NER_ORG,
Aprile,"[15136]NER_ORG, [15134]TE",
appositamente,,
per,,
comprare,,
droga,,
.,,
Quest,,
',,
ultimo,,
(,,
poi,,
denunciato,,
per,,
spaccio,,
e,,
resistenza,,
),,
",",,
dopo,,
che,,
ha,,
capito,,
di,,
essere,,
inseguito,,
dagli,,
agenti,,
della,,
Municipale,,
",",,
ha,,
cercato,,
di,,
darsi,,
alla,,
fuga,,
a,,
piedi,,
",",,
ma,,
è,,
stato,,
raggiunto,,
in,,
via,[15137]NER_LOC,
Albareto,[15137]NER_LOC,
.,,
Per,,
vincere,,
la,,
resistenza,,
opposta,,
al,,
fermo,,
",",,
gli,,
agenti,,
hanno,,
dovuto,,
ricorrere,,
all,,
',,
uso,,
dell,,
',,
apposito,,
spray,,
anti,,
-,,
aggressione,,
in,,
dotazione,,
alla,,
Municipale,,
.,,
(,,
s,,
.,,
to,,
),,
