token,label,source of relation
L,,
',,
altra,,
sera,,
i,,
carabinieri,,
di,,
Modena,"[116601]NER_LOC, [116605]DBPEDIA",
hanno,,
arrestato,,
un,,
nigeriano,,
di,,
31,,
anni,,
",",,
irregolare,,
",",,
trovato,,
con,,
crack,,
e,,
cocaina,,
.,,
Mentre,,
i,,
militari,,
pattugliavano,,
l,,
',,
area,,
parcheggio,,
di,,
un,,
centro,,
commerciale,,
",",,
hanno,,
notato,,
un,,
uomo,,
in,,
attesa,,
all,,
',,
interno,,
della,,
sua,,
auto,,
.,,
Poco,,
dopo,,
si,,
avvicinava,,
un,,
secondo,,
uomo,,
molto,,
guardingo,,
",",,
che,,
entrava,,
all,,
',,
interno,,
dell,,
',,
auto,,
.,,
I,,
carabinieri,[116602]NER_ORG,
hanno,,
così,,
deciso,,
di,,
intervenire,,
scoprendo,,
che,,
i,,
due,,
si,,
stavano,,
accordando,,
per,,
una,,
cessione,,
di,,
droga,,
.,,
Portato,,
in,,
caserma,,
e,,
perquisito,,
",",,
lo,,
spacciatore,,
veniva,,
trovato,,
in,,
possesso,,
di,,
15,,
grammi,,
di,,
crack,,
divisi,,
in,,
dosi,,
e,,
una,,
confezione,,
in,,
cellophane,,
contenente,,
circa,,
50,,
grammi,,
di,,
cocaina,,
.,,
Con,,
accertamenti,,
sulle,,
banche,,
dati,,
delle,,
forze,[116603]NER_ORG,
di,[116603]NER_ORG,
polizia,[116603]NER_ORG,
",",,
il,,
31enne,,
è,,
risultato,,
al,,
centro,,
di,,
diversi,,
precedenti,,
di,,
polizia,[116604]NER_ORG,
e,,
condanne,,
penali,,
riguardanti,,
sempre,,
lo,,
spaccio,,
di,,
stupefacenti,,
.,,
—,,
