token,label,source of relation
FINALE,,
.,,
Qual,,
è,,
l,,
',,
impatto,,
ambientale,,
dei,,
palloncini,,
ad,,
elio,,
lanciati,,
dai,,
bambini,,
in,,
occasione,,
della,,
Festa,,
della,,
Sfogliata,,
con,,
allegate,,
le,,
letterine,,
scritte,,
per,,
Babbo,[156654]NER_PER,
Natale,"[156654]NER_PER, [156664]DBPEDIA, [156651]TE",
?,,
E,,
quanto,,
incide,,
sull,,
',,
ambiente,,
il,,
polistirolo,,
lanciato,,
a,,
simulare,,
una,,
nevicata,,
in,,
occasione,,
di,,
una,,
festa,,
dei,,
commercianti,,
di,,
domenica,[156652]TE,
19,[156652]TE,
dicembre,[156652]TE,
?,,
Di,,
tutto,,
questo,,
e,,
di,,
molti,,
altri,,
temi,,
ambientali,,
(,,
divieto,,
di,,
fuochi,,
artificiali,,
il,,
31,,
dicembre,,
da,,
regolamentare,,
con,,
apposita,,
ordinanza,,
e,,
ridefinizione,,
del,,
materiale,,
da,,
bruciare,,
nella,,
centrale,,
elettrica,,
di,,
via,[156655]NER_LOC,
Ceresa,[156655]NER_LOC,
),,
si,,
parlerà,,
nel,,
Consiglio,[156656]NER_ORG,
comunale,[156656]NER_ORG,
odierno,,
che,,
al,,
termine,,
della,,
fase,,
prettamente,,
più,,
istituzionale,,
con,,
gli,,
ordini,,
del,,
giorno,,
dell,,
',,
amministrazione,,
",",,
lascerà,,
spazio,,
alla,,
raffica,,
di,,
interrogazioni,,
depositate,,
dalla,,
verde,,
Eleonora,"[156657]NER_PER, [156665]DBPEDIA",
Tomasini,[156657]NER_PER,
del,,
gruppo,[156658]NER_ORG,
“,[156658]NER_ORG,
Generazione,[156659]NER_ORG,
Futura,[156659]NER_ORG,
-,[156659]NER_ORG,
M5s,[156659]NER_ORG,
),,
.,,
La,,
consigliera,,
aveva,,
già,,
sollevato,,
il,,
problema,,
dell,,
',,
inquinamento,,
collegato,,
al,,
lancio,,
dei,,
palloncini,,
in,,
una,,
lunga,,
e,,
dettagliata,,
riflessione,,
.,,
Ma,,
per,,
comprendere,,
meglio,,
il,,
contesto,,
bisogna,,
fare,,
un,,
passo,,
indietro,,
e,,
tornare,,
alla,,
Festa,,
della,,
Sfogliata,,
",",,
tradizionale,,
evento,,
dell,,
',,
8,,
dicembre,[156653]TE,
(,,
quest,,
',,
anno,,
rinviato,,
al,,
12,,
per,,
maltempo,,
),,
in,,
cui,,
",",,
durante,,
un,,
',,
iniziativa,,
che,,
si,,
ripete,,
da,,
decenni,,
a,,
cui,,
del,,
Comitato,[156660]NER_ORG,
Carnevale,"[156660]NER_ORG, [156666]DBPEDIA",
",",,
i,,
bambini,,
affidano,,
le,,
loro,,
letterine,,
natalizie,,
al,,
vento,,
",",,
legandole,,
ai,,
palloncini,,
destinati,,
ad,,
un,,
romantico,,
viaggio,,
.,,
«,,
Una,,
pratica,,
altamente,,
inquinante,,
e,,
dannosa,,
per,,
l,,
',,
ambiente,,
–,,
scriveva,,
Tomasini,[156661]NER_PER,
–,,
Seppur,,
i,,
coloratissimi,,
palloncini,,
mettano,,
allegria,,
ed,,
il,,
loro,,
lancio,,
possa,,
sembrare,,
un,,
gesto,,
del,,
tutto,,
innocuo,,
",",,
la,,
dispersione,,
in,,
ambiente,,
di,,
questi,,
giocattoli,,
sono,,
tuttavia,,
una,,
minaccia,,
.,,
Si,,
stima,,
infatti,,
che,,
circa,,
il,,
70,,
%,,
di,,
questi,,
palloncini,,
finisca,,
nel,,
mare,,
o,,
negli,,
oceani,,
",",,
comportando,,
non,,
solo,,
un,,
grave,,
rischio,,
per,,
la,,
fauna,,
selvatica,,
che,,
li,,
inghiottisce,,
scambiandoli,,
per,,
cibo,,
o,,
rimanendovi,,
incastrata,,
",",,
ma,,
si,,
va,,
ad,,
aggiungere,,
al,,
già,,
enorme,,
quantitativo,,
di,,
plastica,,
che,,
abbiamo,,
accumulato,,
in,,
questi,,
delicati,,
ambienti,,
.,,
Il,,
restante,,
di,,
questi,,
palloncini,,
ormai,,
sgonfi,,
",",,
finisce,,
sulla,,
terra,,
",",,
impigliato,,
in,,
qualche,,
albero,,
dove,,
non,,
verrà,,
più,,
raccolto,,
",",,
nei,,
canali,,
o,,
nei,,
campi,,
",",,
inquinando,,
i,,
suoli,,
già,,
ormai,,
tristemente,,
compromessi,,
.,,
Pertanto,,
mi,,
chiedo,,
",",,
è,,
una,,
tradizione,,
indispensabile,,
?,,
Non,,
si,,
poteva,,
pensare,,
ad,,
un,,
',,
attività,,
più,,
sostenibile,,
?,,
Ricordiamoci,,
che,,
i,,
bambini,,
su,,
cui,,
spendiamo,,
sempre,,
belle,,
parole,,
per,,
l,,
',,
educazione,,
ambientale,,
si,,
trovano,,
a,,
ricevere,,
questi,,
messaggi,,
confusi,,
.,,
Perché,[156662]NER_PER,
non,,
devono,,
gettare,,
nulla,,
a,,
terra,,
",",,
fare,,
la,,
raccolta,,
differenziata,,
",",,
ma,,
posso,,
lanciare,,
palloncini,,
in,,
aria,,
i,,
quali,,
si,,
diffonderanno,,
poi,,
nell,,
',,
ambiente,,
?,,
»,,
.,,
F,[156663]NER_PER,
.,[156663]NER_PER,
D,[156663]NER_PER,
.,[156663]NER_PER,
©,,
RIPRODUZIONE,,
RISERVATA,,
