token,label,source of relation
Estate,,
",",,
tempo,,
di,,
vacanze,,
",",,
appartamenti,,
vuo,,
ti.,,
i...,,
una,,
manna,,
per,,
i,,
ladri,,
.,,
Fino,,
a,,
un,,
anno,,
fa,,
i,,
bilanci,,
parlavano,,
di,,
una,,
diminuzione,,
dei,,
furti,,
in,,
abitazioni,,
nei,,
periodi,,
delle,,
ferie,,
estive,,
",",,
da,,
giugno,[153451]TE,
a,,
settembre,[153452]TE,
.,,
Tanto,,
che,,
l,,
',,
inserto,,
“,,
Sette,,
”,,
del,,
Corriere,[153454]NER_ORG,
della,[153454]NER_ORG,
Sera,[153454]NER_ORG,
",",,
facendo,,
un,,
bilancio,,
relativo,,
agli,,
anni,,
2008,[153455]NER_DATE,
-,[153455]NER_DATE,
2009,[153455]NER_DATE,
parla,,
di,,
scassinatori,,
che,,
nella,,
nostra,,
città,,
hanno,,
colpito,,
705,,
volte,,
nel,,
primo,,
anno,,
e,,
668,,
nel,,
secondo,,
.,,
Ma,,
come,,
le,,
temperature,,
canicolari,,
di,,
questi,,
giorni,,
",",,
anche,,
per,,
quanto,,
riguarda,,
i,,
furti,,
in,,
abitazione,,
",",,
si,,
deve,,
tener,,
conto,,
del,,
dato,,
reale,,
e,,
di,,
quello,,
percepito,,
",",,
che,,
significa,,
persone,,
che,,
non,,
hanno,,
denunciato,,
il,,
furto,,
subito,,
",",,
in,,
quanto,,
o,,
minimo,,
o,,
non,,
assicurato,,
.,,
Perchè,[153456]NER_PER,
è,,
proprio,,
la,,
merce,,
rubata,,
",",,
se,,
accompagnata,,
da,,
una,,
polizza,,
assicurativa,,
",",,
a,,
fare,,
la,,
differenza,,
.,,
Chi,,
ce,,
l,,
',,
ha,,
tende,,
a,,
denunciare,,
sempre,,
e,,
comunque,,
rispetto,,
a,,
chi,,
non,,
possiede,,
la,,
copertura,,
.,,
Quindi,,
i,,
dati,,
a,,
volte,,
sbagliano,,
e,,
allo,,
stato,,
attuale,[153453]TE,
sembra,,
che,,
il,,
numero,,
delle,,
denunce,,
di,,
furto,,
",",,
durante,,
il,,
periodo,,
estivo,,
in,,
corso,,
",",,
siano,,
in,,
netto,,
e,,
costante,,
aumento,,
rispetto,,
agli,,
anni,,
precedenti,,
.,,
Ancora,,
presto,,
comunque,,
per,,
fornire,,
dati,,
esatti,,
sia,,
da,,
parte,,
della,,
polizia,[153457]NER_ORG,
",",,
sia,,
da,,
parte,,
dei,,
carabinieri,[153458]NER_ORG,
.,,
Le,,
somme,,
si,,
tireranno,,
ai,,
primi,,
di,,
ottobre,,
e,,
solo,,
allora,,
si,,
potrà,,
capire,,
se,,
veramente,,
i,,
topi,,
d,,
',,
appartamento,,
hanno,,
avuto,,
la,,
meglio,,
sulle,,
statistiche,,
.,,
In,,
ogni,,
modo,,
le,,
forze,,
dell,,
',,
ordine,,
oltre,,
a,,
intensificare,,
i,,
controlli,,
in,,
città,,
soprattutto,,
durante,,
le,,
ore,,
notturne,,
",",,
per,,
gli,,
ultimi,,
vacanzieri,,
d,,
',,
agosto,,
e,,
dei,,
primi,,
di,,
settembre,,
",",,
raccomandano,,
una,,
serie,,
di,,
accorgimenti,,
per,,
evitare,,
sgradevoli,,
sorprese,,
al,,
rientro,,
dalle,,
ferie,,
.,,
È,,
innanzituto,,
buona,,
precauzione,,
avere,,
una,,
porta,,
blindata,,
",",,
ma,,
serve,,
anche,,
proteggere,,
abbaini,,
",",,
balconi,,
e,,
finestre,,
e,,
installare,,
un,,
affidabile,,
sistema,,
d,,
',,
allarme,,
collegato,,
telefonicamente,,
con,,
la,,
centrale,,
operativa,,
di,,
112,,
e,,
113,[153459]NER_ORG,
.,,
Meglio,,
non,,
pubblicizzare,,
troppo,,
le,,
vacanze,,
e,,
non,,
far,,
accumulare,,
la,,
posta,,
per,,
molti,,
giorni,,
nella,,
cassetta,,
",",,
meglio,,
",",,
se,,
possibile,,
",",,
farla,,
ritirare,,
da,,
un,,
vicino,,
.,,
Utilizzare,,
timer,,
per,,
accendere,,
e,,
spegnere,,
le,,
luci,,
dell,,
',,
appartamento,,
automaticamente,,
in,,
modo,,
da,,
trarre,,
in,,
inganno,,
e,,
simulare,,
la,,
presenza,,
in,,
casa,,
.,,
Evitare,,
di,,
lasciar,,
denaro,,
contante,,
e,,
oggetti,,
di,,
valore,,
e,,
fotografarli,,
per,,
renderne,,
più,,
facile,,
il,,
riconoscimento,,
in,,
caso,,
di,,
furto,,
.,,
