token,label,source of relation
CASTELFRANCO,[5778]NER_LOC,
.,,
Rapina,,
a,,
mano,,
armata,,
alla,,
farmacia,,
di,,
Manzolino,[5779]NER_LOC,
.,,
Ieri,[5771]TE,
",",,
alle,,
11,[5772]TE,
",",,
un,,
uomo,,
con,,
il,,
volto,,
coperto,,
ha,,
fatto,,
irruzione,,
e,,
minacciato,,
con,,
la,,
pistola,,
un,,
bambino,,
che,,
era,,
in,,
braccio,,
alla,,
mamma,,
all,,
',,
interno,,
.,,
Accontentatosi,,
del,,
magro,,
bottino,,
di,,
soli,,
200,,
euro,,
",",,
il,,
rapinatore,,
è,,
fuggito,,
a,,
bordo,,
di,,
uno,,
scooter,[5787]DBPEDIA,
senza,,
ferire,,
nessuno,,
.,,
Paura,,
a,,
Manzolino,[5780]NER_LOC,
",",,
giá,,
teatro,[5788]DBPEDIA,
di,,
altre,,
rapine,,
.,,
Erano,,
le,[5773]TE,
11,[5773]TE,
.,[5773]TE,
30,[5773]TE,
di,,
ieri,[5774]TE,
quando,,
il,,
bandito,,
con,,
il,,
volto,[5789]DBPEDIA,
nascosto,[5789]DBPEDIA,
da,,
un,,
casco,,
da,,
motociclista,,
si,,
è,,
introdotto,,
nella,,
farmacia,,
di,,
via,[5781]NER_LOC,
Nazario,[5781]NER_LOC,
Sauro,[5781]NER_LOC,
53,[5781]NER_LOC,
.,,
L,,
',,
uomo,,
si,,
è,,
subito,,
scagliato,,
verso,,
una,,
cliente,,
che,,
teneva,,
in,,
braccio,,
il,,
suo,,
bambino,,
",",,
puntando,,
la,,
pistola,,
alla,,
testa,,
del,,
piccolo,,
ha,,
gridato,,
:,,
«,,
Datemi,,
i,,
soldi,,
o,,
lo,,
uccido,,
»,,
.,,
I,,
proprietari,,
",",,
immobili,,
per,,
lo,,
spavento,,
",",,
hanno,,
subito,,
aperto,,
la,,
cassa,,
",",,
dove,,
peró,,
non,,
c,,
',,
erano,,
molti,,
contanti,,
.,,
Il,,
rapinatore,,
fortunatamente,,
si,,
è,,
accontentato,,
dei,,
200,,
euro,,
che,,
gli,,
sono,,
stati,,
consegnati,,
ed,,
è,,
fuggito,,
",",,
forse,,
dissuaso,,
dalle,,
tante,,
persone,,
presenti,,
nella,,
farmacia,,
.,,
Una,,
volta,,
all,,
',,
esterno,,
",",,
si,,
è,,
allontanato,,
a,,
bordo,,
di,,
uno,,
scooter,[5790]DBPEDIA,
.,,
Un,,
grande,,
spavento,,
dunque,,
",",,
ma,,
nessun,,
ferito,,
:,,
«,,
E,,
',,
la,,
prima,,
volta,,
che,,
succede,,
una,,
cosa,,
così,,
in,,
questa,,
farmacia,,
-,,
ha,,
amaramente,[5791]DBPEDIA,
commentato,,
la,,
dottoressa,,
Rina,[5782]NER_PER,
",",,
storica,,
proprietaria,,
della,,
farmacia,,
-,,
Manzolino,[5783]NER_LOC,
poi,,
non,,
è,,
una,,
metropoli,,
.,,
Finalmente,,
saremo,,
sul,,
gio,,
rna,,
le.,,
..»,,
»,,
.,,
«,,
Quando,,
quell,,
',,
uomo,,
è,,
entrato,,
abbiamo,,
avuto,,
molta,,
paura,,
",",,
siamo,,
rimasti,,
immobili,,
e,,
gli,,
abbiamo,,
dato,,
quello,,
che,,
avevamo,,
",",,
anche,,
perché,,
minacciava,,
qual,,
bambino,,
-,,
ha,,
continuato,,
la,,
commessa,,
presente,,
al,[5775]TE,
momento,[5775]TE,
della,,
rapina,,
-,,
Probabilmente,,
non,,
era,,
un,,
professionista,,
",",,
si,,
deve,,
essere,,
spaventato,,
anche,,
lui,,
perché,,
in,,
quel,,
momento,,
la,,
farmacia,,
era,,
piena,,
di,,
uomini,,
che,,
avrebbero,,
potuto,,
mettersi,,
in,,
mezzo,,
.,,
Tra,,
l,,
',,
altro,,
c,,
',,
era,,
anche,,
un,,
signore,,
che,,
deve,,
essere,,
un,,
ispettore,,
",",,
anche,,
se,,
quando,,
è,,
entrato,,
il,,
bandito,,
lui,,
era,,
girato,,
verso,,
la,,
cassa,,
.,,
Quando,,
è,,
fuggito,,
poi,,
abbiamo,,
realizzato,,
cosa,,
fosse,,
realmente,,
successo,,
ed,,
è,,
in,,
quel,,
momento,,
ho,,
sentito,,
davvero,,
la,,
paura,,
»,,
.,,
Nel,,
pomeriggio,,
i,,
proprietari,,
sono,,
stati,,
interrogati,,
dai,,
carabinieri,[5784]NER_ORG,
di,,
Castelfranco,[5785]NER_LOC,
che,,
ora,[5776]TE,
indagano,,
sull,,
',,
accaduto,,
.,,
Nonostante,,
il,,
brutto,,
spavento,,
la,,
farmacia,,
è,,
rimasta,,
aperta,,
tutto,[5777]TE,
il,[5777]TE,
giorno,[5777]TE,
",",,
per,,
garantire,,
il,,
servizio,,
ma,,
soprattutto,,
per,,
rassicurare,,
i,,
fedeli,,
clienti,,
di,,
Manzolino,[5786]NER_LOC,
",",,
in,,
tanti,,
infatti,,
sono,,
passati,,
per,,
sapere,,
cosa,,
fosse,,
successo,,
.,,
