token,label,source of relation
SPILAMBERTO,[23864]DBPEDIA,
.,,
Era,,
entrato,,
in,,
possesso,,
di,,
tre,,
quadri,,
e,,
li,,
aveva,,
messi,,
in,,
vendita,,
sul,,
web,,
.,,
Ma,,
il,,
tentativo,,
di,,
raggranellare,,
qualche,,
soldo,,
(,,
il,,
valore,,
era,,
stato,,
quantificato,,
in,,
circa,,
300,,
euro,,
),,
è,,
stato,,
stroncato,,
sul,,
nascere,,
dai,,
carabinieri,[23858]NER_ORG,
di,,
Spilamberto,"[23859]NER_LOC, [23865]DBPEDIA",
",",,
allertati,,
dal,,
proprietario,,
che,,
li,,
aveva,,
notati,,
su,,
un,,
sito,,
internet,,
.,,
I,,
militari,,
",",,
infatti,,
",",,
nell,,
',,
ambito,,
di,,
un,,
attività,,
di,,
indagine,,
svolta,,
con,,
accertamenti,,
sul,,
web,,
e,,
proseguita,,
con,,
una,,
perquisizione,,
domiciliare,,
a,,
carico,,
dell,,
',,
indagato,,
",",,
hanno,,
denunciato,,
a,,
piede,,
libero,,
un,,
33enne,,
modenese,,
",",,
muratore,,
",",,
incensurato,,
.,,
«,,
L,,
',,
uomo,,
-,,
spiega,,
una,,
nota,,
dei,,
carabinieri,[23860]NER_ORG,
-,,
è,,
accusato,,
del,,
reato,,
di,,
ricettazione,,
in,,
relazione,,
al,,
possesso,,
ed,,
alla,,
messa,,
in,,
vendita,,
-,,
tramite,,
un,,
sito,,
internet,,
di,,
tre,,
grafiche,,
cinematografiche,,
incorniciate,,
",",,
rubate,,
durante,,
un,,
colpo,,
presso,,
una,,
ditta,,
pubblicitaria,,
che,,
ha,,
sede,,
a,,
Modena,"[23861]NER_LOC, [23866]DBPEDIA",
.,,
Imbattendosi,,
per,,
caso,,
nel,,
bando,,
di,,
vendita,,
on,,
-,,
line,,
",",,
l,,
',,
originario,,
proprietario,,
",",,
residente,,
a,,
Spilamberto,"[23862]NER_LOC, [23867]DBPEDIA",
",",,
ha,,
riconosciuto,,
le,,
grafiche,,
che,,
gli,,
erano,,
state,,
rubate,,
ed,,
ha,,
immediatamente,,
segnalato,,
la,,
scoperta,,
.,,
I,,
militari,,
",",,
a,[23857]TE,
questo,[23857]TE,
punto,[23857]TE,
",",,
dopo,,
aver,,
svolto,,
una,,
serie,,
di,,
indagini,,
per,,
risalire,,
all,,
',,
identità,,
di,,
chi,,
aveva,,
inserito,,
l,,
',,
annuncio,,
",",,
hanno,,
eseguito,,
una,,
perquisizione,,
presso,,
l,,
',,
abitazione,,
del,,
muratore,,
",",,
così,,
rinvenendo,,
le,,
tre,,
grafiche,,
",",,
che,,
riportavano,,
ancora,,
il,,
timbro,,
della,,
ditta,,
da,,
cui,,
erano,,
state,,
rubate,,
»,,
.,,
La,,
refurtiva,,
è,,
stata,,
recuperata,,
e,,
restituita,,
al,,
pubblicitario,,
spilambertese,[23868]DBPEDIA,
",",,
ma,,
le,,
indagini,,
stanno,,
ancora,,
proseguendo,,
per,,
verificare,,
l,,
',,
eventuale,,
complicità,,
del,,
ricettatore,,
nel,,
furto,,
.,,
I,,
carabinieri,[23863]NER_ORG,
",",,
in,,
sostanza,,
",",,
stanno,,
cercando,,
di,,
capire,,
se,,
abbia,,
partecipato,,
attivamente,,
al,,
colpo,,
oppure,,
se,,
fosse,,
soltanto,,
il,,
custode,,
delle,,
tre,,
opere,,
",",,
ricevute,,
dai,,
ladri,,
.,,
