token,label,source of relation
Montefiorino,[137355]DBPEDIA,
.,,
Lascia,,
sempre,,
un,,
vuoto,,
nella,,
comunità,,
una,,
morte,,
a,,
60,,
anni,,
",",,
di,,
un,,
marito,,
e,,
padre,,
.,,
Ma,,
ancor,,
di,,
più,,
se,,
chi,,
se,,
ne,,
va,,
era,,
legato,,
agli,,
anni,,
più,,
belli,,
del,,
paese,,
",",,
in,,
particolare,,
dello,,
sport,[137356]DBPEDIA,
e,,
del,,
calcio,,
",",,
quando,,
le,,
partite,,
potevano,,
dirsi,,
davvero,,
un,,
',,
esperienza,,
di,,
comunità,,
.,,
Montefiorino,[137357]DBPEDIA,
ieri,[137335]TE,
ha,,
dato,,
l,,
',,
addio,,
a,,
Eliseo,[137338]NER_PER,
Costi,[137338]NER_PER,
",",,
spentosi,,
nella,,
notte,,
tra,,
domenica,[137336]TE,
e,,
lunedì,,
al,,
Policlinico,,
dopo,,
due,,
anni,,
di,,
lotta,,
contro,,
un,,
male,,
incurabile,,
.,,
Sono,,
stati,,
tanti,,
gli,,
amici,,
e,,
i,,
conoscenti,,
che,,
hanno,,
voluto,,
esserci,,
nella,,
Pieve,,
di,,
Rubbiano,[137339]NER_LOC,
",",,
accanto,,
alla,,
moglie,,
Claudia,[137340]NER_PER,
e,,
il,,
figlio,,
Alex,[137341]NER_PER,
",",,
il,,
fratello,,
Davide,[137342]NER_PER,
",",,
le,,
sorelle,,
Lidia,[137343]NER_PER,
e,,
Marina,[137344]NER_LOC,
",",,
e,,
gli,,
altri,,
parenti,,
straziati,,
dal,,
dolore,,
.,,
Un,,
saluto,,
pieno,,
d,,
',,
affetto,,
per,,
quest,,
',,
uomo,,
buono,,
anche,,
se,,
dal,,
carattere,,
da,,
scoprire,,
giorno,[137358]DBPEDIA,
per,[137358]DBPEDIA,
giorno,[137358]DBPEDIA,
nelle,,
cose,,
vere,,
",",,
al,,
di,,
là,,
della,,
superficie,,
.,,
Questo,,
ex,,
campione,,
di,,
calcio,,
",",,
a,,
cui,,
sono,,
legati,,
i,,
momenti,,
più,,
gloriosi,,
del,,
Torneo,,
della,,
Montagna,,
",",,
che,,
tra,,
gli,,
anni,,
',,
80,,
e,,
',,
90,,
era,,
capace,,
di,,
raccogliere,,
passioni,,
incredibili,,
lungo,,
tutto,,
l,,
',,
arco,,
dell,,
',,
Appennino,"[137345]NER_LOC, [137359]DBPEDIA",
.,,
«,,
È,,
stato,,
un,,
fortissimo,,
mediano,,
del,,
Farneta,,
di,,
Walter,[137346]NER_PER,
Balestri,[137346]NER_PER,
–,,
ricorda,,
l,,
',,
amico,,
Andrea,[137347]NER_PER,
Piacentini,[137347]NER_PER,
–,,
con,,
cui,,
vinse,,
più,,
tornei,,
e,,
in,,
particolare,,
quello,,
memorabile,,
del,,
1982,,
",",,
di,,
un,,
',,
emozione,,
incredibile,,
freschi,,
ancora,,
della,,
vittoria,,
dell,,
',,
Italia,"[137348]NER_LOC, [137360]DBPEDIA",
ai,,
Mondiali,,
di,,
Spagna,"[137349]NER_LOC, [137361]DBPEDIA",
.,,
Ci,,
teneva,,
tantissimo,,
al,,
calcio,,
",",,
dal,,
campo,,
aveva,,
ricavato,,
anche,,
quella,,
capacità,,
di,,
lottare,,
che,,
si,,
è,,
portato,,
sempre,,
dietro,,
",",,
attaccato,,
alla,,
vita,,
fino,,
all,,
',,
ultimo,,
»,,
.,,
Gran,,
lavoratore,,
alla,,
cartiera,[137362]DBPEDIA,
di,,
Roteglia,[137350]NER_LOC,
",",,
aveva,,
anche,,
una,,
bella,,
passione,,
per,,
le,,
due,,
ruote,,
«,,
in,,
particolare,,
per,,
la,,
Guzzi,[137351]NER_PER,
lasciata,,
da,,
nostro,,
nonno,,
Leonardo,,
–,,
racconta,,
Tiziana,[137352]NER_PER,
",",,
sorella,,
di,,
Claudia,[137353]NER_PER,
–,,
che,,
curava,,
sempre,,
tanto,,
nonostante,,
ormai,,
fosse,,
parecchio,,
vecchia,,
»,,
.,,
Per,,
questo,,
è,,
stata,,
scelta,,
per,,
la,,
foto,,
del,,
ricordino,,
.,,
Un,,
pensiero,,
anche,,
dal,,
sindaco,,
Maurizio,[137354]NER_PER,
Paladini,[137354]NER_PER,
",",,
che,,
in,,
un,,
post,,
Facebook,,
ha,,
espresso,,
il,,
cordoglio,,
dell,,
',,
amministrazione,,
.,,
Ma,,
i,,
social,,
sono,,
stati,,
invasi,,
da,,
messaggi,,
pieni,,
di,,
sentimento,,
in,,
questi,[137337]TE,
giorni,[137337]TE,
:,,
forse,,
neanche,,
lui,,
immaginava,,
di,,
avere,,
così,,
tanti,,
amici,,
.,,
—,,
D,,
.,,
M,,
.,,
©,,
RIPRODUZIONE,,
RISERVATA,,
