token,label,source of relation
Lo,,
hanno,,
sorpreso,,
mentre,,
cercava,,
la,,
fuga,,
verso,,
strada,,
Formigina,,
",",,
dopo,,
essere,,
saltato,,
dal,,
secondo,,
piano,,
di,,
una,,
palazzina,,
in,,
cui,,
stava,,
cercando,,
di,,
rubare,,
.,,
L,,
',,
uomo,,
",",,
un,,
serbo,,
di,,
50,,
anni,,
",",,
era,,
appena,,
fuggito,,
da,,
una,,
palazzina,,
di,,
via,[18700]NER_LOC,
Costellazioni,[18700]NER_LOC,
dove,,
stava,,
cercando,,
di,,
aprire,,
una,,
porta,,
blindata,,
.,,
A,,
segnalare,,
la,,
sua,,
presenza,,
una,,
residente,,
che,,
alle,,
10,,
",",,
30,,
del,,
mattino,,
aveva,,
sentito,,
suonare,,
il,,
campanello,,
",",,
ha,,
dato,,
un,,
',,
occhiata,,
dallo,,
spioncino,,
e,,
ha,,
visto,,
l,,
',,
uomo,,
sul,,
pianerottolo,,
che,,
ovviamente,,
non,,
conosceva,,
.,,
Lei,,
non,,
ha,,
risposto,,
e,,
ha,,
visto,,
l,,
',,
uomo,,
spostarsi,,
sulla,,
porta,,
di,,
fronte,,
dove,,
ha,,
iniziato,,
le,,
operazioni,,
di,,
apertura,,
porta,,
.,,
A,,
quel,[18702]DBPEDIA,
punto,[18702]DBPEDIA,
ha,,
chiamato,,
il,,
113,[18701]NER_ORG,
.,,
L,,
',,
arrivo,,
della,,
volante,,
è,,
stato,,
notato,,
da,,
un,,
complice,,
del,,
ladro,,
che,,
ha,,
avvisato,,
vie,,
cellulare,,
il,,
malvivente,,
che,,
si,,
è,,
lanciato,,
così,,
dalla,,
finestra,,
.,,
Una,,
volta,,
fermato,,
è,,
stato,,
trovato,,
con,,
decine,,
di,,
chiavi,,
passepartout,,
e,,
arnesi,,
per,,
aprire,,
le,,
porte,,
senza,,
scassinarle,,
.,,
Si,,
tratta,,
soprattutto,,
di,,
chiavi,,
per,,
serrature,,
a,,
doppia,,
mappa,,
.,,
L,,
',,
uomo,,
con,,
precedenti,,
specifici,,
è,,
stato,,
arrestato,,
per,,
tentato,,
furto,,
aggravato,,
.,,
“,,
Questo,,
è,,
solo,,
l,,
',,
inizio,,
-,,
assicura,,
il,,
questore,,
-,,
La,,
lotta,,
ai,,
ladri,,
negli,,
appartamenti,,
è,,
per,,
noi,,
una,,
priorità,,
”,,
