token,label,source of relation
SAN,[22238]DBPEDIA,
CESARIO,[22238]DBPEDIA,
.,,
Furto,,
al,,
supermercato,,
Coop,,
di,,
San,[22239]DBPEDIA,
Cesario,,
.,,
In,,
pochi,,
minuti,,
fanno,,
razzia,,
di,,
prosciutti,,
e,,
tablet,,
per,,
un,,
valore,,
di,,
2500,,
euro,,
",",,
poi,,
fanno,,
perdere,,
le,,
proprie,,
tracce,,
.,,
Il,,
colpo,,
alle,,
ventuno,,
.,,
Nessun,,
occhio,[22240]DBPEDIA,
indiscreto,[22240]DBPEDIA,
in,,
giro,,
:,,
complici,,
l,,
',,
orario,,
e,,
la,,
giornata,,
sulla,,
strada,,
non,,
passa,,
nemmeno,,
una,,
macchina,,
",",,
intorno,,
al,,
supermercato,,
di,,
via,[22232]NER_LOC,
Boschetti,[22232]NER_LOC,
",",,
un,,
po,,
',,
fuori,,
dalla,,
periferia,,
di,,
San,[22241]DBPEDIA,
Cesario,,
",",,
non,,
c,,
',,
è,,
nemmeno,,
una,,
casa,,
",",,
e,,
l,,
',,
officina,,
di,,
fronte,,
è,,
vuota,,
.,,
I,,
malviventi,,
entrano,,
in,,
azione,,
e,,
con,,
una,,
certa,,
dose,,
di,,
esperienza,,
alle,,
spalle,,
prima,,
tagliano,,
i,,
lucchetti,,
che,,
chiudono,,
la,,
saracinesca,,
elettrica,,
dell,,
',,
entrata,,
",",,
poi,,
la,,
alzano,,
.,,
Fatto,,
questo,,
superare,,
le,,
porte,,
scorrevoli,,
senza,,
sfondare,,
nemmeno,,
una,,
vetrata,,
è,,
per,,
loro,,
un,,
gioco,,
da,,
ragazzi,,
.,,
Una,,
volta,,
dentro,,
scatta,,
l,,
',,
allarme,,
.,,
Quello,,
sonoro,,
urla,,
al,,
vento,,
e,,
i,,
ladri,,
non,,
si,,
fanno,,
impressionare,,
",",,
né,,
fermare,,
",",,
che,,
anzi,,
iniziano,,
svelti,,
a,,
caricare,,
la,,
refurtiva,,
",",,
probabilmente,,
su,,
una,,
macchina,,
.,,
Quello,,
silenzioso,,
avvisa,,
invece,,
la,,
sorveglianza,,
del,,
supermercato,,
che,,
subito,,
si,,
dirige,,
alla,,
coop,,
",",,
ma,,
quando,,
una,,
decina,,
di,,
minuti,,
dopo,,
non,,
trovano,,
più,,
nessuno,,
.,,
Fuggiti,,
i,,
ladri,,
non,,
resta,,
altro,,
che,,
avvertire,,
i,,
Carabinieri,"[22233]NER_ORG, [22242]DBPEDIA",
di,[22233]NER_ORG,
Castelfranco,[22233]NER_ORG,
e,,
iniziare,,
la,,
cernita,,
di,,
quanto,,
rubato,,
:,,
un,,
computer,,
portatile,,
",",,
2,,
tablet,,
e,,
una,,
decina,,
di,,
prosciutti,,
interi,,
di,,
varia,,
qualità,,
",",,
ciascuno,,
dei,,
quali,,
del,,
valore,,
medio,,
di,,
circa,,
un,,
centinaio,,
di,,
euro,,
",",,
tra,,
questi,,
anche,,
alcuni,,
di,,
Parma,"[22234]NER_LOC, [22243]DBPEDIA",
",",,
piuttosto,,
pregiati,,
.,,
Tutti,,
prodotti,,
che,,
finiranno,,
probabilmente,,
in,,
vendita,,
sul,,
mercato,,
nero,,
.,,
In,,
totale,,
il,,
bottino,,
raggiunge,,
i,,
2500,,
euro,,
",",,
cui,,
sono,,
poi,,
da,,
aggiungerne,,
altrettanti,,
per,,
i,,
danni,,
arrecati,,
per,,
entrare,,
nel,,
supermercato,,
.,,
Sull,,
',,
accaduto,,
indagano,,
orai,,
carabinieri,[22235]NER_ORG,
di,,
Castelfranco,[22236]NER_LOC,
che,,
hanno,,
già,,
acquisito,,
i,,
filmati,,
delle,,
telecamere,,
del,,
supermercato,,
.,,
Andrea,[22237]NER_PER,
Minghelli,[22237]NER_PER,
