token,label,source of relation
FIRENZE,,
.,,
Sono,,
in,,
corso,,
da,,
questa,[101061]TE,
mattina,[101061]TE,
alcune,,
perquisizioni,,
a,,
Firenze,"[101070]NER_LOC, [101116]DBPEDIA",
e,,
in,,
altre,,
città,,
in,,
tutt,,
',,
Italia,[101071]NER_LOC,
per,,
l,,
',,
inchiesta,,
aperta,,
dalla,,
procura,,
del,,
capoluogo,,
toscano,,
sui,,
finanziamenti,,
alla,,
fondazione,,
Open,,
.,,
Si,,
tratta,,
dell,,
',,
ex,,
"""",,
cassaforte,,
"""",,
renziana,,
",",,
chiusa,,
nel,,
2018,,
.,,
Serviva,,
",",,
fra,,
le,,
altre,,
cose,,
",",,
a,,
finanziare,,
la,,
Leopolda,[101072]NER_PER,
",",,
la,,
convention,,
politica,,
dell,,
',,
ex,,
premier,,
Matteo,"[101073]NER_PER, [101117]DBPEDIA",
Renzi,"[101073]NER_PER, [101117]DBPEDIA",
.,,
Per,,
quell,,
',,
inchiesta,,
condotta,,
dalla,,
Guardia,[101074]NER_ORG,
di,[101074]NER_ORG,
Finanza,[101074]NER_ORG,
",",,
è,,
già,,
stato,,
indagato,,
l,,
',,
allora,,
presidente,,
presidente,,
Alberto,[101075]NER_PER,
Bianchi,[101075]NER_PER,
.,,
Oltre,,
al,,
traffico,,
di,,
influenze,,
illecite,,
",",,
secondo,,
le,,
prime,,
informazioni,,
",",,
sarebbero,,
contestati,,
anche,,
riciclaggio,,
e,,
autoriciclaggio,,
.,,
La,,
procura,,
al,[101062]TE,
momento,[101062]TE,
non,,
ha,,
confermato,,
la,,
notizia,,
.,,
Le,,
perquisizioni,,
si,,
svolgono,,
in,,
11,,
città,,
(,,
oltre,,
a,,
Firenze,"[101076]NER_LOC, [101118]DBPEDIA",
",",,
Milano,"[101077]NER_LOC, [101119]DBPEDIA",
",",,
Modena,"[101078]NER_ORG, [101120]DBPEDIA",
",",,
Torino,"[101079]NER_ORG, [101121]DBPEDIA",
",",,
Bari,"[101080]NER_LOC, [101122]DBPEDIA",
",",,
Alessandria,[101081]NER_LOC,
",",,
Pistoia,"[101082]NER_LOC, [101123]DBPEDIA",
",",,
Roma,"[101083]NER_LOC, [101124]DBPEDIA",
",",,
Napoli,"[101084]NER_ORG, [101125]DBPEDIA",
",",,
Palermo,"[101085]NER_LOC, [101126]DBPEDIA",
),,
e,,
riguarderebbero,,
alcune,,
delle,,
aziende,,
che,,
negli,,
anni,,
hanno,,
finanziato,,
la,,
fondazione,,
.,,
Tra,,
le,,
cose,,
sulle,,
quali,,
si,,
starebbe,,
indagando,,
ci,,
sarebbero,,
anche,,
carte,,
di,,
credito,,
e,,
bancomat,,
che,,
sarebbero,,
stati,,
messi,,
a,,
disposizione,,
di,,
parlamentari,,
.,,
Oltre,,
ai,,
documenti,,
starebbero,,
cercando,,
anche,,
questo,,
",",,
secondo,,
quanto,,
si,,
è,,
appreso,,
",",,
le,,
Fiamme,,
gialle,,
nelle,,
perquisizioni,,
scattate,,
nell,,
',,
ambito,,
dell,,
',,
inchiesta,,
sulla,,
Fondazione,,
Open,,
di,,
Firenze,"[101086]NER_LOC, [101127]DBPEDIA",
.,,
I,,
finanzieri,,
",",,
inoltre,,
",",,
sarebbero,,
incaricati,,
dalla,,
procura,,
di,,
trovare,,
documenti,,
-,,
tipo,,
ricevute,,
-,,
relativi,,
a,,
presunti,,
rimborsi,,
spese,,
versati,,
dalla,,
Open,,
ad,,
alcuni,,
parlamentari,,
.,,
La,,
fondazione,,
Open,,
avrebbe,,
agito,,
da,,
«,,
articolazione,,
di,,
partito,[101128]DBPEDIA,
