token,label,source of relation
BOMPORTO,"[81375]NER_LOC, [81384]DBPEDIA",
.,,
Nuova,,
assalto,,
ai,,
danni,,
del,,
forno,,
La,,
Coppia,,
di,,
Pane,,
di,,
via,[81376]NER_LOC,
Ravarino,"[81376]NER_LOC, [81385]DBPEDIA",
Carpi,"[81376]NER_LOC, [81386]DBPEDIA",
a,,
Sorbara,"[81377]NER_LOC, [81387]DBPEDIA",
",",,
venerdì,,
notte,,
",",,
dopo,,
quello,,
subito,,
due,,
mesi,,
fa,,
.,,
Questa,,
volta,,
i,,
malviventi,,
hanno,,
alzato,,
il,,
tiro,,
:,,
tra,,
i,,
danni,,
per,,
l,,
',,
incursione,,
ed,,
il,,
bottino,,
si,,
parla,,
di,,
diverse,,
migliaia,,
di,,
euro,,
.,,
«,,
Ad,,
accorgersene,,
è,,
stata,,
la,,
commessa,,
ieri,[81373]TE,
mattina,[81373]TE,
-,,
racconta,,
il,,
titolare,,
",",,
Attilio,[81378]NER_PER,
Sogari,[81378]NER_PER,
-,,
per,,
entrare,,
ci,,
hanno,,
letteralmente,,
sfondato,,
la,,
porta,,
d,,
',,
ingresso,,
e,,
la,,
vetrina,,
",",,
probabilmente,,
andandoci,,
contro,,
con,,
una,,
macchina,,
o,,
un,,
furgonea,,
"""",,
.,,
"""",,
Nello,,
schianto,,
hanno,,
scassato,,
anche,,
un,,
frigo,,
.,,
Poi,,
",",,
all,,
',,
interno,,
",",,
si,,
sono,,
presi,,
tutto,,
l,,
',,
incasso,,
",",,
i,,
400,,
/,,
500,,
euro,,
di,,
fondo,,
cassa,,
",",,
un,,
prosciutto,[81388]DBPEDIA,
e,,
perfino,,
una,,
macchinetta,,
per,,
fare,,
la,,
pasta,,
.,,
Dovevano,,
essere,,
in,,
più,,
di,,
una,,
persona,,
",",,
credo,,
almeno,,
in,,
due,,
per,,
portare,,
via,,
così,,
tanta,[81389]DBPEDIA,
roba,[81389]DBPEDIA,
.,,
Tra,,
i,,
danni,,
per,,
la,,
devastazione,,
ed,,
il,,
bottino,,
questo,,
furto,,
mi,,
costerà,,
sui,,
4mila,,
",",,
5mila,,
euro,,
.,,
Sono,,
assicurato,,
e,,
in,,
parte,,
verrò,,
rimborsato,,
",",,
ma,,
visto,,
che,,
non,,
è,,
il,,
primo,,
colpo,,
che,,
subisco,,
temo,,
che,,
se,,
dovessimo,,
continuare,,
così,,
anche,,
l,,
',,
Assicurazione,,
ad,,
un,,
certo,,
punto,,
si,,
stanchi…,,
»,,
.,,
Fino,,
a,,
poco,,
tempo,,
fa,,
il,,
forno,,
sorbarese,,
era,,
uscito,,
incolume,,
dalle,,
scorribande,,
di,,
balordi,,
che,,
",",,
soprattutto,,
di,,
notte,,
",",,
compiono,,
incursioni,,
ai,,
danni,,
delle,,
abitazioni,,
e,,
delle,,
attività,,
commerciali,,
in,,
tutta,,
la,,
provincia,[81379]NER_LOC,
.,,
Ultimamente,,
",",,
invece,,
",",,
sembra,,
che,,
i,,
ladri,,
si,,
siano,,
accaniti,,
proprio,,
su,,
questo,,
locale,,
.,,
«,,
La,,
prima,,
volta,,
che,,
ho,,
subito,,
un,,
furto,,
qui,,
a,,
Sorbara,"[81380]NER_PER, [81390]DBPEDIA",
",",,
due,,
mesi,,
fa,,
",",,
sono,,
entrati,,
in,,
azione,,
nello,,
stesso,,
modo,,
.,,
Anche,,
se,,
mi,,
avevano,,
sfondato,,
solo,,
la,,
porta,,
e,,
non,,
la,,
vetrina,,
come,,
hanno,,
invece,,
fatto,,
venerdì,,
.,,
Tra,,
i,,
200,,
euro,,
di,,
fondo,,
cassa,,
ed,,
i,,
danni,,
avevo,,
speso,,
sui,,
mille,,
euro,,
.,,
Mentre,,
questa,,
volta,,
molto,,
di,,
più,,
.,,
Il,,
disagio,,
c,,
',,
è,,
:,,
questo,,
nuovo,,
colpo,,
mi,,
costringerà,,
anche,,
a,,
tenere,,
chiuso,,
il,,
locale,,
per,,
almeno,,
quattro,,
",",,
cinque,,
giorni,,
.,,
Ma,,
dalle,,
cose,,
negative,,
bisogna,,
sempre,,
trovare,,
il,,
lato,,
positivo,,
.,,
Al,[81374]TE,
momento,[81374]TE,
ancora,,
non,,
so,,
qual,,
è,,
",",,
però,,
vedrò,,
di,,
tro,,
var,,
lo.,,
..»,,
»,,
",",,
dice,,
Attilio,[81381]NER_PER,
",",,
con,,
la,,
positività,,
tipica,,
dei,,
sudamericani,,
(,,
di,,
famiglia,,
sanfeliciana,,
",",,
è,,
nato,,
in,,
Venezuela,[81382]NER_LOC,
),,
che,,
avevamo,,
imparato,,
a,,
conoscere,,
quando,,
si,,
classificò,,
terzo,,
al,,
concorso,,
indetto,,
dalla,,
Gazzetta,,
sui,,
migliori,,
forni,,
della,,
provincia,[81383]NER_LOC,
.,,
—,,
