token,label,source of relation
CASTELFRANCO,[113362]NER_LOC,
.,,
Nel,,
pomeriggio,[113361]TE,
di,[113361]TE,
sabato,[113361]TE,
scorso,[113361]TE,
i,,
carabinieri,[113363]NER_ORG,
di,,
Castelfranco,[113364]NER_LOC,
hanno,,
arrestato,,
una,,
34enne,,
donna,,
nigeriana,,
che,,
insieme,,
al,,
marito,,
deteneva,,
ai,,
fini,,
di,,
spaccio,,
",",,
presso,,
la,,
propria,,
abitazione,,
di,,
San,,
Cesario,,
",",,
un,,
quantitativo,,
di,,
circa,,
3,,
",",,
5,,
chili,,
di,,
marijuana,[113366]DBPEDIA,
più,,
materiale,,
per,,
il,,
confezionamento,,
e,,
spaccio,,
e,,
una,,
bilancia,,
elettronica,,
di,,
precisione,,
",",,
oltre,,
a,,
5,,
.,,
550,,
euro,,
in,,
contanti,,
",",,
ritenuti,,
frutto,,
dello,,
spaccio,,
.,,
Nonostante,,
il,,
marito,,
si,,
fosse,,
allontanato,,
dall,,
',,
abitazione,,
",",,
l,,
',,
uomo,,
è,,
stato,,
rintracciato,,
e,,
arrestato,,
nella,,
serata,,
di,,
lunedì,,
.,,
Considerata,,
la,,
notevole,,
quantità,,
di,,
stupefacente,,
",",,
entrambi,,
i,,
coniugi,,
sono,,
stati,,
portati,,
presso,,
il,,
carcere,,
di,,
Modena,"[113365]NER_LOC, [113367]DBPEDIA",
a,,
disposizione,,
dell,,
',,
autorità,,
giudiziaria,,
.,,
A,,
differenza,,
della,,
donna,,
",",,
il,,
marito,,
",",,
39enne,,
.,,
",",,
è,,
pluriipregiudicato,,
per,,
reati,,
in,,
materia,,
di,,
stupefacenti,,
.,,
