token,label,source of relation
CAMPOSANTO,[46660]NER_LOC,
.,,
Una,,
refurtiva,,
da,,
3,,
.,,
500,,
euro,,
tra,,
incasso,,
giornaliero,,
",",,
fondo,,
cassa,,
",",,
schede,,
telefoniche,,
",",,
alcune,,
stecche,,
di,,
Marlboro,[46679]DBPEDIA,
e,,
contanti,,
dal,,
portafoglio,,
personale,,
.,,
È,,
questo,,
il,,
bottino,,
del,,
furto,,
messo,,
a,,
segno,,
a,,
Camposanto,"[46661]NER_LOC, [46680]DBPEDIA",
ai,,
danni,,
della,,
titolare,,
di,,
un,,
bar,,
tabaccheria,,
di,,
via,,
per,,
San,[46681]DBPEDIA,
Felice,,
",",,
molto,,
conosciuta,,
in,,
paese,,
",",,
Patrizia,"[46662]NER_PER, [46682]DBPEDIA",
Cavalli,"[46662]NER_PER, [46682]DBPEDIA",
.,,
È,,
andato,,
in,,
scena,,
così,,
l,,
',,
ennesimo,,
capitolo,,
di,,
una,,
saga,,
di,,
microcriminalità,,
che,,
da,,
tempo,,
compie,,
indisturbata,,
le,,
proprie,,
gesta,,
",",,
ai,,
danni,,
dei,,
cittadini,,
presso,,
le,,
loro,,
abitazioni,,
o,,
sui,,
luoghi,,
di,,
lavoro,,
",",,
persino,,
in,,
piazza,,
",",,
come,,
è,,
accaduto,,
similmente,,
pochi,,
giorni,,
fa,,
a,,
San,[46683]DBPEDIA,
Felice,,
durante,,
la,,
fiera,,
(,,
bottino,,
650,,
euro,,
ai,,
danni,,
del,,
ristorante,,
delle,,
associazioni,,
),,
.,,
I,,
ladri,,
infatti,,
scelgono,,
con,,
cura,,
le,,
vittime,,
.,,
Coincidenza,,
vuole,,
che,,
proprio,,
nello,,
stesso,,
giorno,,
",",,
giovedì,,
",",,
nel,,
primo,,
pomeriggio,,
una,,
di,,
queste,,
bande,,
composta,,
da,,
tre,,
individui,,
dal,,
forte,,
accento,,
campano,,
avesse,,
tentato,,
una,,
raffazzonata,,
rapina,,
presso,,
la,,
Banca,[46663]NER_ORG,
popolare,[46663]NER_ORG,
di,,
San,[46684]DBPEDIA,
Felice,,
a,,
Mortizzuolo,"[46664]NER_LOC, [46685]DBPEDIA",
.,,
Poche,,
ore,,
più,,
tardi,,
",",,
all,,
',,
imbrunire,,
",",,
a,,
pochi,,
chilometri,,
di,,
distanza,,
",",,
a,,
Camposanto,"[46665]NER_LOC, [46686]DBPEDIA",
",",,
altri,,
tre,,
individui,,
dalla,,
pelle,,
olivatsra,,
",",,
presumibilmente,,
nomadi,,
",",,
mettevano,,
a,,
segno,,
con,,
successo,,
il,,
furto,,
dall,,
',,
ammontare,,
ingente,,
",",,
per,,
una,,
piccola,,
attività,,
come,,
quella,,
della,,
Cavalli,[46666]NER_PER,
.,,
«,,
Erano,,
le,,
19,,
",",,
20,,
e,,
avevo,,
già,,
caricato,,
in,,
auto,,
sia,,
la,,
mia,,
borsa,,
personale,,
che,,
quella,,
contenente,,
l,,
',,
incasso,,
giornaliero,,
del,,
bar,,
",",,
il,,
fondo,,
cassa,,
",",,
le,,
schede,,
telefoniche,,
e,,
le,,
stecche,,
di,,
sigarette,,
